image_id	image_path	image_pt_path	graylevel	original_height	original_width	transcription	transcription_len
g03-040-06	./data/lines/g03/g03-040/g03-040-06.png	./data/lines/g03/g03-040/g03-040-06.pt	168	206	1562	on|West|Street|,|where|a|successful|Sunday	42
g03-040-07	./data/lines/g03/g03-040/g03-040-07.png	./data/lines/g03/g03-040/g03-040-07.pt	167	120	688	school|was|held|.	17
g03-043-00	./data/lines/g03/g03-043/g03-043-00.png	./data/lines/g03/g03-043/g03-043-00.pt	168	183	1447	One|of|the|students|was|young	29
g03-043-01	./data/lines/g03/g03-043/g03-043-01.png	./data/lines/g03/g03-043/g03-043-01.pt	169	204	2100	George|,|and|another|the|dark-haired	36
g03-043-03	./data/lines/g03/g03-043/g03-043-03.png	./data/lines/g03/g03-043/g03-043-03.pt	169	192	1948	George|often|spoke|at|the|Sunday|school|.	41
g03-043-04	./data/lines/g03/g03-043/g03-043-04.png	./data/lines/g03/g03-043/g03-043-04.pt	158	173	1769	He|christened|the|babies|.|Also|,|when	38
g03-043-06	./data/lines/g03/g03-043/g03-043-06.png	./data/lines/g03/g03-043/g03-043-06.pt	173	201	2161	at|funerals|.|Religion|was|one|of|his|pet	41
g03-043-07	./data/lines/g03/g03-043/g03-043-07.png	./data/lines/g03/g03-043/g03-043-07.pt	172	201	1952	subjects|,|for|being|well|acquainted	36
g03-043-08	./data/lines/g03/g03-043/g03-043-08.png	./data/lines/g03/g03-043/g03-043-08.pt	170	177	1769	with|the|Bible|,|which|he|had	29
g03-049-00	./data/lines/g03/g03-049/g03-049-00.png	./data/lines/g03/g03-049/g03-049-00.pt	182	148	1825	Although|his|ideas|were|diametrically|opposed	45
g03-049-01	./data/lines/g03/g03-049/g03-049-01.png	./data/lines/g03/g03-049/g03-049-01.pt	182	170	1840	to|those|of|parsons|he|got|on|wonderfully|well	46
g03-049-02	./data/lines/g03/g03-049/g03-049-02.png	./data/lines/g03/g03-049/g03-049-02.pt	182	144	1849	with|them|,|particularly|those|who|,|like|the|Rev.	50
g03-049-04	./data/lines/g03/g03-049/g03-049-04.png	./data/lines/g03/g03-049/g03-049-04.pt	182	170	1883	the|Church|Socialist|League|,|genuinely|advocated	49
g03-049-05	./data/lines/g03/g03-049/g03-049-05.png	./data/lines/g03/g03-049/g03-049-05.pt	182	134	1664	socialism|.|With|such|men|,|who|had|the	39
g03-049-06	./data/lines/g03/g03-049/g03-049-06.png	./data/lines/g03/g03-049/g03-049-06.pt	182	168	1543	courage|of|their|convictions|and|their	38
g03-049-07	./data/lines/g03/g03-049/g03-049-07.png	./data/lines/g03/g03-049/g03-049-07.pt	182	173	1879	Christianity|,|common|ground|could|be|found|.	45
g03-052-00	./data/lines/g03/g03-052/g03-052-00.png	./data/lines/g03/g03-052/g03-052-00.pt	198	137	1665	There|was|no|abatement|in|political	35
g03-052-01	./data/lines/g03/g03-052/g03-052-01.png	./data/lines/g03/g03-052/g03-052-01.pt	197	156	1700	work|.|The|British|Socialist|Party|endea-	41
g03-052-03	./data/lines/g03/g03-052/g03-052-03.png	./data/lines/g03/g03-052/g03-052-03.pt	195	156	1850	Council|,|and|to|Parliament|,|being|deter-	42
g03-052-05	./data/lines/g03/g03-052/g03-052-05.png	./data/lines/g03/g03-052/g03-052-05.pt	193	140	1795	their|candidate|must|go|forward|in|the	38
g03-052-07	./data/lines/g03/g03-052/g03-052-07.png	./data/lines/g03/g03-052/g03-052-07.pt	194	157	1830	Council|meeting|on|October|16|,|1912|,|George	45
g03-052-08	./data/lines/g03/g03-052/g03-052-08.png	./data/lines/g03/g03-052/g03-052-08.pt	191	179	1904	had|said|,|'|Mr.|Barton|would|go|to|the|poll|.	46
g03-052-09	./data/lines/g03/g03-052/g03-052-09.png	./data/lines/g03/g03-052/g03-052-09.pt	194	171	1737	Just|as|the|Labour|Party|had|fought|the	39
g03-052-10	./data/lines/g03/g03-052/g03-052-10.png	./data/lines/g03/g03-052/g03-052-10.pt	192	197	1815	Liberals|,|they|were|going|to|fight|the|Labour	46
g03-058-00	./data/lines/g03/g03-058/g03-058-00.png	./data/lines/g03/g03-058/g03-058-00.pt	201	145	1697	This|new|party|,|the|British|Socialist|Party|,|was	50
g03-058-01	./data/lines/g03/g03-058/g03-058-01.png	./data/lines/g03/g03-058/g03-058-01.pt	201	132	1708	not|prepared|to|accept|the|role|of|junior|helper	48
g03-058-03	./data/lines/g03/g03-058/g03-058-03.png	./data/lines/g03/g03-058/g03-058-03.pt	203	165	1616	propaganda|in|order|to|increase|the|volume|of	45
g03-058-04	./data/lines/g03/g03-058/g03-058-04.png	./data/lines/g03/g03-058/g03-058-04.pt	199	164	1756	socialist|thought|in|the|city|,|but|sought|to|create	52
g03-058-06	./data/lines/g03/g03-058/g03-058-06.png	./data/lines/g03/g03-058/g03-058-06.pt	203	184	1752	capable|of|achieving|socialism|for|the|working	46
g03-058-07	./data/lines/g03/g03-058/g03-058-07.png	./data/lines/g03/g03-058/g03-058-07.pt	193	126	230	people|.	8
g03-064-00	./data/lines/g03/g03-064/g03-064-00.png	./data/lines/g03/g03-064/g03-064-00.pt	191	136	1680	Alf|Barton|,|who|in|1911|was|presented	38
g03-064-01	./data/lines/g03/g03-064/g03-064-01.png	./data/lines/g03/g03-064/g03-064-01.pt	191	145	1812	with|a|book|on|the|life|of|Marx|,	33
g03-064-02	./data/lines/g03/g03-064/g03-064-02.png	./data/lines/g03/g03-064/g03-064-02.pt	191	147	1797	and|a|gold|purse|in|recognition|of|his	38
g03-064-03	./data/lines/g03/g03-064/g03-064-03.png	./data/lines/g03/g03-064/g03-064-03.pt	182	136	1689	work|for|the|movement|,|was|later	33
g03-064-05	./data/lines/g03/g03-064/g03-064-05.png	./data/lines/g03/g03-064/g03-064-05.pt	182	136	1789	cessary|to|understand|Marxism|in|order|to	41
g04-003-01	./data/lines/g04/g04-003/g04-003-01.png	./data/lines/g04/g04-003/g04-003-01.pt	182	155	1814	a|walk|over|the|fields|while|we|attended	40
g04-003-02	./data/lines/g04/g04-003/g04-003-02.png	./data/lines/g04/g04-003/g04-003-02.pt	183	157	1636	to|our|business|.|To|my|amusement|,	35
g04-003-03	./data/lines/g04/g04-003/g04-003-03.png	./data/lines/g04/g04-003/g04-003-03.pt	184	152	1663	when|we|met|at|tea|at|the|rectory	33
g04-003-04	./data/lines/g04/g04-003/g04-003-04.png	./data/lines/g04/g04-003/g04-003-04.pt	182	167	1630	after|the|Dedication|,|the|Archbishop	37
g04-003-05	./data/lines/g04/g04-003/g04-003-05.png	./data/lines/g04/g04-003/g04-003-05.pt	178	125	1520	said|he|had|been|stopped|by	27
g04-003-06	./data/lines/g04/g04-003/g04-003-06.png	./data/lines/g04/g04-003/g04-003-06.pt	182	167	1623	a|farmer|in|a|field|.|He|seemed	31
g04-003-07	./data/lines/g04/g04-003/g04-003-07.png	./data/lines/g04/g04-003/g04-003-07.pt	181	136	1681	rather|indignant|,|but|we|took|the	34
g04-003-08	./data/lines/g04/g04-003/g04-003-08.png	./data/lines/g04/g04-003/g04-003-08.pt	177	143	1723	episode|without|a|smile|till|afterwards|.	41
g04-007-00	./data/lines/g04/g04-007/g04-007-00.png	./data/lines/g04/g04-007/g04-007-00.pt	167	149	1931	The|Hall|proved|most|useful|,|especially|in|winter	50
g04-007-01	./data/lines/g04/g04-007/g04-007-01.png	./data/lines/g04/g04-007/g04-007-01.pt	165	182	1970	when|the|distance|to|the|church|deterred|many|from	50
g04-007-02	./data/lines/g04/g04-007/g04-007-02.png	./data/lines/g04/g04-007/g04-007-02.pt	165	176	1978	coming|to|Sunday|Evensong|.|We|managed|to|furnish	49
g04-007-03	./data/lines/g04/g04-007/g04-007-03.png	./data/lines/g04/g04-007/g04-007-03.pt	165	122	1752	a|table|with|cross|and|candles|,|and|the|people	47
g04-007-04	./data/lines/g04/g04-007/g04-007-04.png	./data/lines/g04/g04-007/g04-007-04.pt	164	164	1932	appreciated|the|Church|Hall|for|worship|as|well	47
g04-007-05	./data/lines/g04/g04-007/g04-007-05.png	./data/lines/g04/g04-007/g04-007-05.pt	164	142	1983	as|for|more|secular|purposes|.|In|1910|Dr.|Talbot	49
g04-007-07	./data/lines/g04/g04-007/g04-007-07.png	./data/lines/g04/g04-007/g04-007-07.pt	164	164	1409	Burge|became|Bishop|of|Southwark|.	34
g04-011-00	./data/lines/g04/g04-011/g04-011-00.png	./data/lines/g04/g04-011/g04-011-00.pt	167	152	1804	Meanwhile|I|had|been|asked|to|do|a|bit|of|Diocesan	50
g04-011-01	./data/lines/g04/g04-011/g04-011-01.png	./data/lines/g04/g04-011/g04-011-01.pt	168	163	1846	work|in|connection|with|Higher|Religious|Education|,|and	56
g04-011-02	./data/lines/g04/g04-011/g04-011-02.png	./data/lines/g04/g04-011/g04-011-02.pt	168	157	1935	to|become|the|Southwark|Secretary|of|the|Church|Reading	55
g04-011-03	./data/lines/g04/g04-011/g04-011-03.png	./data/lines/g04/g04-011/g04-011-03.pt	166	179	1868	Union|.|This|meant|organizing|lectures|and|courses|of	53
g04-011-04	./data/lines/g04/g04-011/g04-011-04.png	./data/lines/g04/g04-011/g04-011-04.pt	165	162	1790	religious|instruction|through|the|Diocese|,|and|I	49
g04-011-05	./data/lines/g04/g04-011/g04-011-05.png	./data/lines/g04/g04-011/g04-011-05.pt	166	167	1719	also|found|myself|a|member|of|the|Diocesan	42
g04-011-06	./data/lines/g04/g04-011/g04-011-06.png	./data/lines/g04/g04-011/g04-011-06.pt	166	141	1841	Conference|,|where|I|remember|introducing|myself|as	51
g04-011-07	./data/lines/g04/g04-011/g04-011-07.png	./data/lines/g04/g04-011/g04-011-07.pt	164	168	1770	the|incumbent|of|the|highest|church|in|the	42
g04-011-08	./data/lines/g04/g04-011/g04-011-08.png	./data/lines/g04/g04-011/g04-011-08.pt	164	50	345	Diocese|.	9
g04-014-00	./data/lines/g04/g04-014/g04-014-00.png	./data/lines/g04/g04-014/g04-014-00.pt	165	117	1736	There|was|a|somewhat|shocked|atmosphere|in	42
g04-014-01	./data/lines/g04/g04-014/g04-014-01.png	./data/lines/g04/g04-014/g04-014-01.pt	166	154	1794	some|quarters|,|until|I|explained|that|my|church	48
g04-014-02	./data/lines/g04/g04-014/g04-014-02.png	./data/lines/g04/g04-014/g04-014-02.pt	168	195	1785	was|800|feet|high|above|the|sea|level|!|The	43
g04-014-03	./data/lines/g04/g04-014/g04-014-03.png	./data/lines/g04/g04-014/g04-014-03.pt	164	148	1798	work|was|growing|pretty|heavy|,|and|we|managed	46
g04-014-04	./data/lines/g04/g04-014/g04-014-04.png	./data/lines/g04/g04-014/g04-014-04.pt	159	181	1730	to|get|a|stipendiary|layman|who|could|help	42
g04-014-05	./data/lines/g04/g04-014/g04-014-05.png	./data/lines/g04/g04-014/g04-014-05.pt	162	156	1404	among|the|children|and|young|people|.	37
g04-017-00	./data/lines/g04/g04-017/g04-017-00.png	./data/lines/g04/g04-017/g04-017-00.pt	172	150	1842	It|was|while|I|was|at|Tatsfield|that|I|first|visited|Oberammergau	65
g04-017-01	./data/lines/g04/g04-017/g04-017-01.png	./data/lines/g04/g04-017/g04-017-01.pt	170	143	1809	in|Bavaria|to|witness|the|Passion|Play|.|The|place|and|its|people|were	70
g04-017-02	./data/lines/g04/g04-017/g04-017-02.png	./data/lines/g04/g04-017/g04-017-02.pt	171	137	1766	to|play|an|important|part|in|my|life|.|For|five|years|in|succession|till	72
g04-017-03	./data/lines/g04/g04-017/g04-017-03.png	./data/lines/g04/g04-017/g04-017-03.pt	170	139	1827	war|broke|out|in|1914|,|I|spent|my|summer|holidays|there|and|became	67
g04-017-04	./data/lines/g04/g04-017/g04-017-04.png	./data/lines/g04/g04-017/g04-017-04.pt	167	118	1820	very|intimate|with|the|people|and|the|environs|.|Every|year|between|the	71
g04-017-05	./data/lines/g04/g04-017/g04-017-05.png	./data/lines/g04/g04-017/g04-017-05.pt	169	140	1671	Passion|Plays|,|an|interval|of|ten|years|,|another|play|would|be	64
g04-017-06	./data/lines/g04/g04-017/g04-017-06.png	./data/lines/g04/g04-017/g04-017-06.pt	169	126	1794	performed|at|the|small|theatre|in|the|village|,|when|new|talent|would	69
g04-017-07	./data/lines/g04/g04-017/g04-017-07.png	./data/lines/g04/g04-017/g04-017-07.pt	170	98	711	be|discovered|and|trained|.	27
g04-022-00	./data/lines/g04/g04-022/g04-022-00.png	./data/lines/g04/g04-022/g04-022-00.pt	150	191	1862	After|the|First|World|War|,|1914|,|I|did|not|visit	50
g04-022-01	./data/lines/g04/g04-022/g04-022-01.png	./data/lines/g04/g04-022/g04-022-01.pt	150	165	1787	Germany|for|ten|years|,|by|which|time|in	40
g04-022-02	./data/lines/g04/g04-022/g04-022-02.png	./data/lines/g04/g04-022/g04-022-02.pt	149	141	1806	1924|I|was|in|a|different|parish|in|Surrey|.	44
g04-022-03	./data/lines/g04/g04-022/g04-022-03.png	./data/lines/g04/g04-022/g04-022-03.pt	149	152	1866	Towards|the|end|of|my|five|and|a|half|years'	44
g04-022-04	./data/lines/g04/g04-022/g04-022-04.png	./data/lines/g04/g04-022/g04-022-04.pt	149	141	1798	incumbency|I|was|asked|if|I|would|start	39
g04-022-05	./data/lines/g04/g04-022/g04-022-05.png	./data/lines/g04/g04-022/g04-022-05.pt	148	177	1756	a|village|choral|society|and|conduct|it|.	41
g04-022-06	./data/lines/g04/g04-022/g04-022-06.png	./data/lines/g04/g04-022/g04-022-06.pt	145	168	1844	This|opened|up|a|new|interest|,|and|we|plunged	46
g04-022-07	./data/lines/g04/g04-022/g04-022-07.png	./data/lines/g04/g04-022/g04-022-07.pt	146	115	276	into|it|.	9
g04-026-00	./data/lines/g04/g04-026/g04-026-00.png	./data/lines/g04/g04-026/g04-026-00.pt	173	196	1764	First|of|all|simple|part-songs|:|I|found|only|one|member|who|had	64
g04-026-01	./data/lines/g04/g04-026/g04-026-01.png	./data/lines/g04/g04-026/g04-026-01.pt	174	149	1799	any|idea|of|reading|music|.|This|was|the|village|doctor|who|was|an	66
g04-026-02	./data/lines/g04/g04-026/g04-026-02.png	./data/lines/g04/g04-026/g04-026-02.pt	172	128	1790	old|school|friend|at|Clifton|.|He|could|sustain|the|tenor|part|quite|well	73
g04-026-03	./data/lines/g04/g04-026/g04-026-03.png	./data/lines/g04/g04-026/g04-026-03.pt	170	135	1747	and|lead|the|others|.|As|for|basses|and|altos|the|conductor|had|to	66
g04-026-04	./data/lines/g04/g04-026/g04-026-04.png	./data/lines/g04/g04-026/g04-026-04.pt	168	147	1836	teach|by|singing|the|parts|with|them|.|It|was|very|amusing|,|and|by	67
g04-026-05	./data/lines/g04/g04-026/g04-026-05.png	./data/lines/g04/g04-026/g04-026-05.pt	168	140	1765	the|end|of|a|few|months|an|enthusiastic|choir|of|men|and|women	62
g04-026-06	./data/lines/g04/g04-026/g04-026-06.png	./data/lines/g04/g04-026/g04-026-06.pt	170	127	1286	could|render|simple|part-singing|tolerably|well|.	49
g04-032-00	./data/lines/g04/g04-032/g04-032-00.png	./data/lines/g04/g04-032/g04-032-00.pt	174	182	1592	Then|we|went|to|work|on|Coleridge|Taylor's|'|Hiawatha's	55
g04-032-01	./data/lines/g04/g04-032/g04-032-01.png	./data/lines/g04/g04-032/g04-032-01.pt	168	140	1739	Wedding|Feast|.|'|Enthusiasm|grew|,|and|in|a|few|more|months|we	63
g04-032-02	./data/lines/g04/g04-032/g04-032-02.png	./data/lines/g04/g04-032/g04-032-02.pt	171	127	1785	gave|a|concert|at|which|the|accompanist|was|the|village|schoolmaster|,	70
g04-032-03	./data/lines/g04/g04-032/g04-032-03.png	./data/lines/g04/g04-032/g04-032-03.pt	171	129	1669	and|the|tenor|solo|'|Onaway|awake|'|was|sung|by|the|Rector|.	60
g04-032-05	./data/lines/g04/g04-032/g04-032-05.png	./data/lines/g04/g04-032/g04-032-05.pt	168	127	667	and|we|were|all|happy|.	23
g04-036-03	./data/lines/g04/g04-036/g04-036-03.png	./data/lines/g04/g04-036/g04-036-03.pt	152	126	1755	who|was|to|become|a|very|intimate|friend|,|and|I|was	52
g04-036-06	./data/lines/g04/g04-036/g04-036-06.png	./data/lines/g04/g04-036/g04-036-06.pt	150	118	1826	ought|not|to|spend|many|years|in|Tatsfield|,|we|held	52
g04-036-07	./data/lines/g04/g04-036/g04-036-07.png	./data/lines/g04/g04-036/g04-036-07.pt	152	128	916	great|family|consultations|.	28
g04-039-00	./data/lines/g04/g04-039/g04-039-00.png	./data/lines/g04/g04-039/g04-039-00.pt	152	125	1832	My|eldest|brother|was|then|living|in|Limpsfield|with	52
g04-039-01	./data/lines/g04/g04-039/g04-039-01.png	./data/lines/g04/g04-039/g04-039-01.pt	152	125	1737	his|family|,|and|found|a|very|suitable|house|nearby	51
g04-039-02	./data/lines/g04/g04-039/g04-039-02.png	./data/lines/g04/g04-039/g04-039-02.pt	151	119	1823	where|my|mother|settled|,|and|eventually|died|in|1926	53
g04-039-05	./data/lines/g04/g04-039/g04-039-05.png	./data/lines/g04/g04-039/g04-039-05.pt	150	138	1852	This|was|taken|by|the|Suffragan|Bishop|of|Woolwich|,	52
g04-039-07	./data/lines/g04/g04-039/g04-039-07.png	./data/lines/g04/g04-039/g04-039-07.pt	151	94	812	a|close|friend|of|ours|.	24
g04-043-06	./data/lines/g04/g04-043/g04-043-06.png	./data/lines/g04/g04-043/g04-043-06.pt	185	116	1796	When|we|had|found|a|group|of|people|who|gladly	46
g04-043-08	./data/lines/g04/g04-043/g04-043-08.png	./data/lines/g04/g04-043/g04-043-08.pt	178	94	629	of|daily|prayer|.	17
g04-048-07	./data/lines/g04/g04-048/g04-048-07.png	./data/lines/g04/g04-048/g04-048-07.pt	176	50	271	windows|.	9
g04-052-00	./data/lines/g04/g04-052/g04-052-00.png	./data/lines/g04/g04-052/g04-052-00.pt	183	118	1860	It|was|very|interesting|to|have|the|privilege|of|filling	56
g04-052-05	./data/lines/g04/g04-052/g04-052-05.png	./data/lines/g04/g04-052/g04-052-05.pt	183	131	1861	and|yet|spoil|the|building|with|ornaments|unsui-	48
g04-052-06	./data/lines/g04/g04-052/g04-052-06.png	./data/lines/g04/g04-052/g04-052-06.pt	182	81	846	table|to|the|environs|.	23
g04-055-00	./data/lines/g04/g04-055/g04-055-00.png	./data/lines/g04/g04-055/g04-055-00.pt	184	132	1813	We|also|had|a|little|Mission|Hall|leading|off	45
g04-055-01	./data/lines/g04/g04-055/g04-055-01.png	./data/lines/g04/g04-055/g04-055-01.pt	183	136	1916	the|Brighton|Road|,|in|a|street|full|of|small|houses|.	54
g04-055-03	./data/lines/g04/g04-055/g04-055-03.png	./data/lines/g04/g04-055/g04-055-03.pt	184	139	1873	there|,|but|was|soon|changed|into|the|better-	45
g04-055-05	./data/lines/g04/g04-055/g04-055-05.png	./data/lines/g04/g04-055/g04-055-05.pt	183	117	1708	were|lots|of|children|there|,|and|we|had	40
g04-055-06	./data/lines/g04/g04-055/g04-055-06.png	./data/lines/g04/g04-055/g04-055-06.pt	183	146	1796	a|flourishing|Sunday|School|and|an|evening	42
g04-055-08	./data/lines/g04/g04-055/g04-055-08.png	./data/lines/g04/g04-055/g04-055-08.pt	182	121	1844	more|help|both|at|the|church|and|Mission	40
g04-055-09	./data/lines/g04/g04-055/g04-055-09.png	./data/lines/g04/g04-055/g04-055-09.pt	179	93	342	district|.	10
g04-060-06	./data/lines/g04/g04-060/g04-060-06.png	./data/lines/g04/g04-060/g04-060-06.pt	180	85	906	the|people|of|the|parish|.	26
g04-063-00	./data/lines/g04/g04-063/g04-063-00.png	./data/lines/g04/g04-063/g04-063-00.pt	178	112	1784	A|great|blow|disturbed|all|our|efforts|in|the|following	55
g04-063-09	./data/lines/g04/g04-063/g04-063-09.png	./data/lines/g04/g04-063/g04-063-09.pt	175	64	887	attack|of|enteric|fever|.	25
g04-068-05	./data/lines/g04/g04-068/g04-068-05.png	./data/lines/g04/g04-068/g04-068-05.pt	183	121	1820	wives|and|relations|of|the|soldiers|to|get|their|'|Separation|'	63
g04-068-09	./data/lines/g04/g04-068/g04-068-09.png	./data/lines/g04/g04-068/g04-068-09.pt	183	130	1389	of|the|Committee|in|Coulsdon|and|Purley|.	41
g04-072-01	./data/lines/g04/g04-072/g04-072-01.png	./data/lines/g04/g04-072/g04-072-01.pt	184	163	1652	Purley|,|and|from|1922|at|Surbiton|,|I|was|continuously	55
g04-072-03	./data/lines/g04/g04-072/g04-072-03.png	./data/lines/g04/g04-072/g04-072-03.pt	182	117	1813	task|involved|a|very|great|deal|of|detailed|work|for	52
g04-072-04	./data/lines/g04/g04-072/g04-072-04.png	./data/lines/g04/g04-072/g04-072-04.pt	184	153	1889	the|Committee|.|We|had|a|splendid|body|of|local|residents|,	59
g04-072-06	./data/lines/g04/g04-072/g04-072-06.png	./data/lines/g04/g04-072/g04-072-06.pt	184	167	1696	Committee|met|once|a|week|in|the|evenings|,|and	47
g04-072-07	./data/lines/g04/g04-072/g04-072-07.png	./data/lines/g04/g04-072/g04-072-07.pt	182	123	1652	included|professional|men|from|every|walk|of	44
g04-072-08	./data/lines/g04/g04-072/g04-072-08.png	./data/lines/g04/g04-072/g04-072-08.pt	181	89	150	life|.	6
g04-095-00	./data/lines/g04/g04-095/g04-095-00.png	./data/lines/g04/g04-095/g04-095-00.pt	167	192	1778	Speaking|of|churchwardens|and|children|leads	44
g04-095-02	./data/lines/g04/g04-095/g04-095-02.png	./data/lines/g04/g04-095/g04-095-02.pt	167	168	1728	lasting|friendship|begun|in|1913|in|Purley|and	46
g04-095-03	./data/lines/g04/g04-095/g04-095-03.png	./data/lines/g04/g04-095/g04-095-03.pt	167	156	1792	continuing|till|old|age|to-day|.|When|I|went	44
g04-095-04	./data/lines/g04/g04-095/g04-095-04.png	./data/lines/g04/g04-095/g04-095-04.pt	164	143	1820	to|St.|Mark's|,|the|first|contact|I|made|was	44
g04-095-07	./data/lines/g04/g04-095/g04-095-07.png	./data/lines/g04/g04-095/g04-095-07.pt	163	152	1840	sons|was|just|coming|into|the|world|in|this|year	48
g04-095-08	./data/lines/g04/g04-095/g04-095-08.png	./data/lines/g04/g04-095/g04-095-08.pt	164	148	344	of|1913|.	9
g04-098-00	./data/lines/g04/g04-098/g04-098-00.png	./data/lines/g04/g04-098/g04-098-00.pt	171	119	1845	From|then|till|now|the|acquaintance|ripened|into|a|very	55
g04-098-01	./data/lines/g04/g04-098/g04-098-01.png	./data/lines/g04/g04-098/g04-098-01.pt	165	131	1925	deep|friendship|which|I|have|taken|with|me|through	50
g04-098-03	./data/lines/g04/g04-098/g04-098-03.png	./data/lines/g04/g04-098/g04-098-03.pt	162	131	1802	Mrs.|Charlton|have|been|from|the|first|difficult	48
g04-098-04	./data/lines/g04/g04-098/g04-098-04.png	./data/lines/g04/g04-098/g04-098-04.pt	160	166	1766	years|of|war|,|when|most|lives|were|upset|and	45
g04-098-05	./data/lines/g04/g04-098/g04-098-05.png	./data/lines/g04/g04-098/g04-098-05.pt	159	157	1724	some|tempers|were|easily|frayed|,|the|most	42
g04-101-00	./data/lines/g04/g04-101/g04-101-00.png	./data/lines/g04/g04-101/g04-101-00.pt	164	158	1719	Their|homes|-|for|since|those|years|they|have	45
g04-101-01	./data/lines/g04/g04-101/g04-101-01.png	./data/lines/g04/g04-101/g04-101-01.pt	165	170	1585	lived|on|in|Purley|-|have|always|been	37
g04-101-02	./data/lines/g04/g04-101/g04-101-02.png	./data/lines/g04/g04-101/g04-101-02.pt	163	131	1735	havens|of|rest|,|and|the|welcome|has|never	42
g04-101-03	./data/lines/g04/g04-101/g04-101-03.png	./data/lines/g04/g04-101/g04-101-03.pt	163	169	1817	failed|.|Their|three|boys|,|now|successful|men|,	48
g04-101-05	./data/lines/g04/g04-101/g04-101-05.png	./data/lines/g04/g04-101/g04-101-05.pt	160	119	1541	outset|,|and|when|we|don't|see|one	34
g04-101-06	./data/lines/g04/g04-101/g04-101-06.png	./data/lines/g04/g04-101/g04-101-06.pt	160	172	1107	another|we|do|not|forget|.	26
g04-104-00	./data/lines/g04/g04-104/g04-104-00.png	./data/lines/g04/g04-104/g04-104-00.pt	151	129	1689	In|those|early|years|1914-18|,|life|was|very|full	49
g04-104-02	./data/lines/g04/g04-104/g04-104-02.png	./data/lines/g04/g04-104/g04-104-02.pt	149	128	1618	The|Bishop|,|knowing|that|I|spent|my|holidays|in	48
g04-104-05	./data/lines/g04/g04-104/g04-104-05.png	./data/lines/g04/g04-104/g04-104-05.pt	148	118	1797	I|was|very|glad|to|help|in|this|way|,|and|visited|them	54
g04-104-08	./data/lines/g04/g04-104/g04-104-08.png	./data/lines/g04/g04-104/g04-104-08.pt	148	87	1329	someone|who|knew|their|native|villages|.	40
g04-108-00	./data/lines/g04/g04-108/g04-108-00.png	./data/lines/g04/g04-108/g04-108-00.pt	150	109	1557	I|could|at|once|notice|the|great|antagonism	43
g04-108-02	./data/lines/g04/g04-108/g04-108-02.png	./data/lines/g04/g04-108/g04-108-02.pt	149	94	1349	scorned|these|more|simple|country|folk|.	40
g05-087-01	./data/lines/g05/g05-087/g05-087-01.png	./data/lines/g05/g05-087/g05-087-01.pt	162	112	1761	one|to|fear|that|the|event|might|well|have|the	46
g05-087-02	./data/lines/g05/g05-087/g05-087-02.png	./data/lines/g05/g05-087/g05-087-02.pt	162	120	1646	outcome|that|the|Nazis|evidently|hoped|might	44
g05-087-04	./data/lines/g05/g05-087/g05-087-04.png	./data/lines/g05/g05-087/g05-087-04.pt	162	138	1670	the|setting|up|among|the|German|population|of|a	47
g05-087-05	./data/lines/g05/g05-087/g05-087-05.png	./data/lines/g05/g05-087/g05-087-05.pt	162	122	1626	general|system|of|"|francs-tireurs|"|,|to|be|named	50
g05-087-06	./data/lines/g05/g05-087/g05-087-06.png	./data/lines/g05/g05-087/g05-087-06.pt	162	96	456	"|Werewolves|"|.	16
g05-094-04	./data/lines/g05/g05-094/g05-094-04.png	./data/lines/g05/g05-094/g05-094-04.pt	182	121	1827	the|use|of|no|weapon|more|lethal|than	37
g05-098-00	./data/lines/g05/g05-098/g05-098-00.png	./data/lines/g05/g05-098/g05-098-00.pt	181	97	1546	So|far|had|our|thinking|led|us|in|this|matter|of|the	52
g05-098-06	./data/lines/g05/g05-098/g05-098-06.png	./data/lines/g05/g05-098/g05-098-06.pt	179	91	1313	men|,|women|and|children|,|old|and|young|alike|.	48
g06-011a-00	./data/lines/g06/g06-011a/g06-011a-00.png	./data/lines/g06/g06-011a/g06-011a-00.pt	182	133	1712	By|the|end|of|the|month|he|still|delighted|in	45
g06-011a-01	./data/lines/g06/g06-011a/g06-011a-01.png	./data/lines/g06/g06-011a/g06-011a-01.pt	182	127	1737	Naples|.|He|told|Cloncurry|that|he|enjoyed|it|as	48
g06-011a-02	./data/lines/g06/g06-011a/g06-011a-02.png	./data/lines/g06/g06-011a/g06-011a-02.pt	182	121	1862	much|as|his|health|permitted|him|to|enjoy|any-	46
g06-011a-03	./data/lines/g06/g06-011a/g06-011a-03.png	./data/lines/g06/g06-011a/g06-011a-03.pt	182	130	1757	thing|.|'|The|Pearl|'|,|he|wrote|,|'|is|arrived|,|which	55
g06-011a-04	./data/lines/g06/g06-011a/g06-011a-04.png	./data/lines/g06/g06-011a/g06-011a-04.pt	182	139	1826	is|a|great|resource|.|Vesuvius|seems|to|be|tired|;	50
g06-011a-06	./data/lines/g06/g06-011a/g06-011a-06.png	./data/lines/g06/g06-011a/g06-011a-06.pt	182	133	1832	people|,|and|what|a|busy|town|.|At|Rome|,|every	47
g06-011a-08	./data/lines/g06/g06-011a/g06-011a-08.png	./data/lines/g06/g06-011a/g06-011a-08.pt	182	131	1895	1superceded|by|the|soldier|-|a|favourable|change	48
